"spkid","name","pha","epoch","a","e","i","w","om","ma","H","G","GM"
54235541,,N,2460600.5,0.7919,0.4507,8.25,212.67,101.88,91.62,26.20,,
54235661,,N,2460600.5,1.643,0.2629,33.07,103.77,290.45,159.11,21.34,,
54235660,,N,2459586.5,2.011,0.5064,12.33,324.70,101.78,12.77,25.23,,
54235662,,Y,2460600.5,2.389,0.6265,12.61,328.02,92.67,282.89,21.62,,
54235663,,N,2459586.5,0.983,0.0389,32.50,227.02,107.54,132.07,24.19,,
54235664,,N,2459590.5,2.609,0.5728,0.81,223.54,189.84,16.42,22.30,,
54235665,,N,2460600.5,1.141,0.1493,3.12,45.93,105.90,66.77,26.29,,
54235666,,N,2460600.5,1.484,0.3348,19.02,178.89,286.85,192.81,27.66,,
54235667,,N,2460600.5,1.267,0.2156,0.98,0.17,104.15,342.18,28.95,,
54235668,,N,2460600.5,1.453,0.3365,6.15,22.68,113.62,195.93,26.95,,
54235669,,N,2460600.5,2.425,0.5529,6.26,32.48,115.38,255.26,22.57,,
54235670,,N,2459587.5,1.274,0.2705,19.29,120.17,287.39,37.34,24.81,,
54235671,,N,2459586.5,1.807,0.4350,7.72,339.20,105.74,8.52,25.19,,
54235673,,Y,2460600.5,2.412,0.6145,10.94,332.23,42.06,280.70,19.81,,
54235674,,N,2460600.5,2.484,0.6107,6.69,336.17,105.57,259.99,27.75,,
54235676,,Y,2460600.5,2.369,0.6904,8.00,126.19,94.08,254.71,20.57,,
54235678,,N,2459586.5,1.262,0.4872,0.88,175.14,31.14,319.13,24.31,,
54235677,,N,2460600.5,1.243,0.3851,2.50,173.71,203.12,52.86,23.60,,
54235679,,N,2460600.5,2.529,0.5448,2.69,202.74,292.72,242.59,23.92,,
54235680,,N,2460600.5,1.061,0.5841,16.82,333.91,286.34,101.13,21.96,,
54235681,,N,2460600.5,1.032,0.1877,6.68,259.41,111.57,305.83,26.57,,
54236421,,N,2460600.5,1.302,0.0772,27.25,218.98,105.67,69.68,21.28,,
54236422,,N,2460600.5,1.337,0.2042,2.46,214.55,287.98,263.25,25.50,,
54236423,,N,2459590.5,1.292,0.2610,6.37,309.60,111.06,30.47,26.50,,
54236424,,N,2459587.5,2.38,0.6301,1.89,280.69,129.14,12.15,25.37,,
54236425,,N,2460600.5,1.458,0.3149,2.66,9.76,119.90,196.27,25.87,,
54236426,,N,2460600.5,1.259,0.1637,7.75,174.55,300.18,342.76,25.21,,
54236427,,N,2460600.5,2.39,0.5011,8.60,358.04,134.10,263.68,21.36,,
54236428,,N,2460600.5,1.322,0.4082,2.71,287.47,259.47,259.33,25.43,,
54236429,,N,2460600.5,3.073,0.5849,22.59,62.89,123.04,173.07,19.14,,
54236430,,N,2459589.5,2.956,0.6763,24.65,218.00,295.21,353.82,24.27,,
54236435,,N,2460600.5,2.05,0.7666,7.79,339.66,238.78,312.49,20.74,,
54236431,,N,2460600.5,1.145,0.1653,2.46,40.51,113.59,61.25,27.86,,
54236436,,N,2460600.5,1.246,0.3498,3.99,69.89,112.39,317.88,26.79,,
54236433,,N,2460600.5,1.364,0.3321,5.83,45.65,110.26,241.96,29.08,,
54236432,,N,2460600.5,0.8837,0.1439,9.09,152.38,109.58,335.57,27.56,,
54236434,,N,2460600.5,1.124,0.4633,33.89,115.79,115.58,51.01,23.51,,
54236437,,N,2459586.5,1.965,0.5363,7.94,136.02,281.78,13.89,26.41,,
54236438,,N,2460600.5,1.941,0.3700,7.13,28.87,92.89,3.69,23.85,,
54236440,,N,2459589.5,1.34,0.1721,31.03,332.36,115.02,17.50,24.20,,
54236439,,N,2460600.5,1.31,0.2267,4.31,24.49,114.07,284.84,25.75,,
54236441,,N,2460600.5,1.393,0.1791,4.66,210.14,296.48,224.10,23.86,,
54236442,,N,2460600.5,1.096,0.2056,5.16,262.19,292.78,87.38,26.11,,
54236443,,N,2460600.5,2.469,0.6958,1.33,292.92,107.57,267.84,29.70,,
54236444,,N,2460600.5,1.378,0.3833,13.18,269.28,122.68,299.35,23.09,,
54236446,,N,2460600.5,1.624,0.4232,0.56,357.12,180.28,96.45,23.60,,
54236445,,N,2460600.5,2.154,0.4590,7.36,355.04,117.00,316.91,23.16,,
54236541,,N,2460600.5,2.051,0.5154,7.78,347.07,113.38,341.84,25.30,,
54236542,,N,2460600.5,1.08,0.2802,5.42,101.87,100.40,106.23,26.66,,
54236571,,N,2460600.5,2.327,0.4889,0.95,230.33,234.70,286.62,20.79,,
54236572,,N,2460600.5,2.017,0.5146,6.29,126.28,292.64,4.94,24.15,,
54236573,,N,2459589.5,1.371,0.2419,7.35,2.21,115.27,354.34,26.63,,
54236574,,N,2460600.5,0.8163,0.4673,12.44,188.85,118.64,37.95,23.48,,
54236575,,N,2460600.5,1.125,0.1983,3.44,48.64,134.15,61.11,26.08,,
54236576,,N,2459600.5,1.992,0.4638,4.51,158.00,327.10,358.74,25.41,,
54236577,,N,2460600.5,1.833,0.4509,8.86,153.33,298.01,47.68,25.07,,
54236578,,N,2460600.5,1.659,0.3754,8.88,164.88,295.37,110.09,24.97,,
54236579,,N,2459589.5,2.02,0.5361,11.15,325.08,107.06,10.03,26.81,,
54236580,,N,2460600.5,1.44,0.3301,9.48,212.82,294.27,198.31,26.49,,
54236581,,N,2460600.5,0.8323,0.2626,15.22,328.28,290.81,100.86,27.70,,
54236582,,N,2459592.5,1.545,0.3512,6.09,185.34,297.70,355.71,26.20,,
54236583,,N,2459591.5,1.147,0.3928,31.29,276.34,293.11,307.14,24.44,,
54236584,,N,2460600.5,1.774,0.3249,36.67,274.91,121.39,105.81,21.44,,
54236585,,N,2460600.5,2.105,0.4920,28.72,83.21,316.96,359.05,20.43,,
54236586,,N,2460600.5,1.574,0.4271,0.84,134.56,291.42,161.42,29.20,,
54236614,,N,2460600.5,1.874,0.3719,5.40,88.00,19.80,28.70,22.89,,
54236615,,N,2459594.5,1.388,0.2749,4.64,190.79,298.97,352.00,27.16,,
54236616,,N,2459600.5,1.171,0.3860,3.89,334.93,23.84,73.10,22.92,,
54236617,,N,2460600.5,2.304,0.7420,5.60,209.43,173.46,303.34,20.96,,
54236618,,N,2459590.5,2.582,0.6334,5.04,19.77,127.43,352.94,25.64,,
54236619,,N,2460600.5,2.147,0.5057,8.65,168.99,280.58,324.24,23.73,,
54236620,,N,2460600.5,1.418,0.2927,1.21,160.56,327.17,219.41,26.36,,
54236937,,N,2460600.5,1.503,0.3468,9.13,168.72,292.79,184.45,25.26,,
54236938,,N,2460600.5,1.266,0.1343,13.53,156.80,297.37,351.30,24.84,,
54236939,,N,2459595.5,1.625,0.4250,45.11,123.58,295.20,22.51,23.23,,
54237993,,N,2460600.5,2.396,0.4648,7.35,35.40,55.73,276.20,21.77,,
54237992,,N,2459594.5,2.197,0.6550,8.84,219.08,342.78,342.92,22.81,,
54237994,,N,2459593.5,2.345,0.6315,7.05,316.08,106.67,9.91,26.80,,
54237995,,N,2459593.5,2.101,0.7435,0.81,101.84,108.96,344.16,26.30,,
54238326,,N,2460600.5,1.124,0.1420,6.48,92.79,321.42,160.40,24.85,,
54238327,,N,2460600.5,1.139,0.1817,4.16,229.82,289.48,64.82,30.14,,
54239517,,N,2460600.5,2.639,0.5186,26.13,296.92,243.82,205.38,20.13,,
54239714,,Y,2460600.5,2.923,0.7148,13.83,113.56,192.38,183.76,17.33,,
54239778,,N,2460600.5,2.552,0.6619,13.15,78.35,185.43,227.59,17.77,,
54239893,,N,2460600.5,2.327,0.4448,5.13,282.80,153.16,300.83,20.39,,
54243529,,N,2460600.5,1.323,0.3168,0.05,265.57,150.57,323.00,31.82,,
54440311,,N,2459586.5,1.201,0.2951,29.77,247.59,286.98,320.43,30.26,,
54239541,,Y,2460600.5,0.8079,0.4021,28.45,223.42,111.20,23.09,21.36,,
54239542,,N,2460600.5,1.708,0.4287,4.69,198.97,305.77,72.46,27.15,,
54239556,,N,2459602.5,2.088,0.5137,7.45,351.74,111.92,5.08,25.38,,
54239557,,N,2459599.5,1.529,0.3262,12.39,10.88,116.33,356.04,25.61,,
54239558,,N,2460600.5,1.299,0.2941,8.70,311.97,120.33,332.42,28.13,,
54239560,,N,2460600.5,1.679,0.5054,3.03,235.94,308.11,72.06,27.12,,
54239559,,N,2460600.5,1.331,0.3133,1.99,322.54,108.98,306.63,26.04,,
54239715,,Y,2460600.5,2.394,0.8004,6.81,278.80,102.38,278.32,21.46,,
54239717,,N,2460600.5,2.465,0.5805,10.71,189.76,302.05,251.78,22.70,,
54239716,,N,2460600.5,2.905,0.6525,17.43,72.53,101.44,187.58,21.84,,
54239718,,N,2460600.5,2.348,0.6461,18.58,350.02,28.31,303.45,20.20,,
54239737,,N,2460600.5,1.895,0.5969,3.19,113.53,303.44,32.83,28.47,,
54239779,,N,2460600.5,0.9413,0.2150,13.03,57.45,303.92,95.91,25.93,,
54239780,,N,2460600.5,1.827,0.4319,3.00,168.92,317.80,36.35,25.92,,
54239783,,N,2459606.5,1.575,0.3551,36.78,214.92,305.97,344.18,23.93,,
54239784,,N,2460600.5,1.18,0.1831,3.93,149.17,303.72,68.15,29.82,,
54239785,,N,2460600.5,2.376,0.5764,0.74,358.79,118.79,269.53,27.06,,
54239786,,N,2459604.5,1.752,0.3898,22.79,145.07,302.38,15.81,23.64,,
54239830,,N,2460600.5,1.954,0.4728,6.25,227.41,296.61,347.32,23.94,,
54239831,,N,2460600.5,1.669,0.3429,9.97,9.44,111.34,96.06,24.06,,
54239832,,N,2460600.5,1.368,0.2536,7.02,186.45,313.69,245.07,26.29,,
54239833,,N,2459600.5,1.88,0.4858,5.20,89.97,91.00,337.40,24.14,,
54239834,,N,2460600.5,1.097,0.4984,27.84,126.60,123.64,66.52,22.58,,
54239836,,N,2459606.5,1.293,0.4694,18.57,91.31,125.59,321.14,25.11,,
54239835,,N,2460600.5,1.549,0.3365,7.47,163.34,292.56,162.16,23.64,,
54239837,,N,2459606.5,1.701,0.7704,0.29,101.36,138.08,340.08,29.32,,
54239838,,N,2460600.5,0.9301,0.1141,4.44,44.29,302.80,142.91,28.36,,
54239840,,N,2460600.5,1.153,0.3915,10.31,96.91,130.71,15.90,25.26,,
54239839,,N,2459605.5,1.555,0.3203,11.45,185.35,305.49,356.74,25.64,,
54239841,,Y,2460600.5,2.331,0.8659,8.61,46.71,316.11,295.66,20.91,,
54239844,,N,2459608.5,1.758,0.6043,6.72,64.45,142.54,336.25,22.55,,
54239843,,N,2460600.5,2.053,0.4903,7.17,315.22,138.26,344.69,23.38,,
54239842,,N,2459605.5,1.176,0.2775,5.76,101.81,296.43,56.96,25.88,,
54239845,,N,2459605.5,1.717,0.5638,1.99,257.87,149.83,23.20,26.56,,
54239847,,N,2460600.5,1.026,0.1012,10.00,85.59,303.76,310.25,26.63,,
54239846,,N,2460600.5,2.179,0.6126,1.29,120.55,313.12,315.86,27.48,,
54239848,,N,2459606.5,2.35,0.5901,4.49,27.77,125.64,354.35,28.16,,
54239849,,N,2460600.5,2.292,0.5324,3.73,357.51,133.04,280.97,24.36,,
54239850,,N,2459613.5,2.741,0.6634,1.56,83.81,3.00,7.99,25.23,,
54239886,,N,2460600.5,1.792,0.5235,7.23,93.41,116.23,17.91,22.78,,
54239887,,N,2460600.5,1.75,0.4000,24.95,137.14,322.96,76.07,21.44,,
54239888,,N,2460600.5,1.295,0.2020,12.32,215.38,306.57,281.67,24.16,,
54239890,,N,2459611.5,1.102,0.3263,11.69,255.07,128.28,69.15,25.41,,
54239889,,Y,2460600.5,1.512,0.4255,2.95,300.61,289.69,119.83,21.65,,
54239892,,N,2459607.5,2.391,0.8318,21.77,288.27,307.46,348.57,27.84,,
54239891,,N,2459606.5,1.552,0.3436,14.61,336.45,127.16,10.92,25.98,,
54239894,,N,2460600.5,0.7324,0.5667,8.01,204.54,127.85,233.08,26.54,,
54239895,,N,2460600.5,1.337,0.3148,6.67,91.45,132.38,221.01,22.72,,
54240279,,N,2460600.5,2.017,0.6449,7.92,268.12,132.15,4.51,22.95,,
54240280,,N,2459607.5,1.874,0.5663,5.41,104.56,318.48,18.38,24.99,,
54240281,,N,2460600.5,1.523,0.6250,4.32,99.97,130.65,130.63,25.28,,
54240282,,N,2460600.5,2.364,0.5755,7.24,21.00,146.64,260.43,24.58,,
54240283,,N,2460600.5,1.542,0.2766,12.54,18.76,129.73,140.88,24.14,,
54240284,,N,2460600.5,0.9256,0.0889,8.04,339.25,307.96,223.51,28.11,,
54240285,,N,2459613.5,2.512,0.7063,0.88,71.74,346.14,12.32,24.89,,
54240286,,N,2460600.5,1.069,0.2747,5.91,269.64,308.46,106.70,29.76,,
54240287,,N,2459607.5,1.364,0.2533,24.97,162.30,306.56,10.64,25.95,,
54240288,,N,2460600.5,2.127,0.6492,0.92,124.86,292.97,329.39,27.05,,
54240289,,N,2460600.5,1.753,0.4357,9.64,149.95,314.66,70.71,25.10,,
54240291,,N,2460600.5,1.228,0.1175,8.38,241.83,293.92,321.93,24.38,,
54240292,,N,2460600.5,1.026,0.0830,14.11,294.44,313.81,109.46,25.35,,
54240293,,N,2459606.5,1.292,0.2284,16.07,44.45,127.20,331.87,26.20,,
54240294,,N,2460600.5,1.778,0.5025,35.94,101.89,138.92,13.06,20.32,,
54240295,,N,2459605.5,1.547,0.3366,5.78,357.27,127.07,0.79,27.82,,
54240398,,N,2459605.5,2.48,0.4811,23.60,254.49,160.22,28.80,19.88,,
54240296,,N,2460600.5,2.105,0.4747,5.39,257.35,291.28,301.92,22.09,,
54240297,,N,2460600.5,1.044,0.3163,11.04,163.40,101.50,92.42,22.91,,
54240298,,N,2460600.5,1.938,0.3942,3.94,251.33,180.03,32.64,21.07,,
54240300,,N,2459605.5,2.793,0.7739,2.87,71.82,325.12,10.97,25.09,,
54240301,,N,2459612.5,2.856,0.5997,1.23,269.79,196.20,5.11,23.87,,
54240302,,N,2459609.5,1.812,0.4268,5.52,24.15,127.50,351.87,26.41,,
54240399,,N,2460600.5,2.109,0.5892,4.12,132.26,308.23,330.24,26.33,,
54240400,,Y,2460600.5,2.772,0.6632,28.82,352.05,87.35,226.94,19.70,,
54240401,,N,2459606.5,1.956,0.5995,6.00,103.64,305.78,20.07,26.04,,
54240402,,N,2460600.5,1.433,0.2514,2.64,124.57,29.26,195.74,25.67,,
54240403,,N,2460600.5,1.152,0.2615,4.55,108.76,304.71,118.51,29.51,,
54240404,,N,2460600.5,1.935,0.5335,29.50,318.43,128.11,14.84,25.22,,
54240405,,N,2459614.5,1.903,0.5617,25.61,125.54,300.99,17.71,22.87,,
54240406,,N,2460600.5,1.087,0.0854,23.98,331.71,129.82,166.31,25.62,,
54240407,,N,2460600.5,2.834,0.6006,15.07,174.84,33.34,187.59,19.67,,
54240408,,N,2460600.5,2.811,0.6401,6.08,183.44,283.88,210.45,23.41,,
54240409,,N,2460600.5,2.516,0.5996,4.06,3.95,146.01,240.52,25.59,,
54240410,,N,2459608.5,1.695,0.5542,4.98,275.48,137.50,22.79,26.06,,
54240411,,N,2459608.5,2.243,0.5381,4.94,337.47,125.05,6.52,25.84,,
54240412,,N,2460600.5,0.8974,0.2872,14.01,320.03,305.87,309.83,22.96,,
54240413,,N,2460600.5,1.102,0.0318,9.81,70.54,119.46,69.25,24.39,,
54240414,,N,2460600.5,2.434,0.5617,13.56,187.91,319.81,253.42,24.66,,
54240416,,N,2460600.5,9.987,0.8882,4.72,298.08,77.68,32.32,18.61,,
54240415,,N,2460600.5,1.679,0.3360,26.55,105.00,310.13,125.22,22.12,,
54240417,,Y,2460600.5,1.974,0.6494,2.79,90.33,124.75,326.85,21.67,,
54240418,,N,2460600.5,1.196,0.0790,14.29,348.16,128.05,39.53,24.98,,
54240419,,N,2460600.5,1.562,0.2183,25.34,347.83,132.10,148.97,23.43,,
54240420,,N,2460600.5,1.627,0.7451,48.49,41.26,324.95,154.46,20.65,,
54240421,,N,2459613.5,1.427,0.3178,9.59,226.38,314.14,336.08,25.68,,
54240422,,N,2460600.5,1.996,0.4239,5.95,299.07,166.08,355.66,23.48,,
54240511,,N,2460600.5,0.9146,0.1666,13.78,308.45,310.40,283.12,27.75,,
54240510,,N,2459609.5,1.473,0.6449,59.56,255.86,128.73,30.88,23.80,,
54240509,,N,2459610.5,1.805,0.4412,34.83,24.30,131.69,350.84,23.82,,
54240512,,N,2459615.5,1.551,0.3872,15.59,217.17,314.47,344.03,25.42,,
54240513,,N,2460600.5,1.05,0.2262,19.19,272.61,312.91,118.49,27.25,,
54240514,,N,2460600.5,0.7736,0.3605,1.43,204.98,132.57,123.00,27.20,,
54240515,,N,2460600.5,1.927,0.5475,1.25,119.43,318.28,19.38,27.32,,
54240516,,N,2460600.5,1.276,0.3025,4.55,71.74,123.36,280.35,27.12,,
54240517,,N,2460600.5,1.789,0.4564,6.81,234.95,333.52,20.00,22.61,,
54240518,,N,2459610.5,2.697,0.6305,1.18,352.60,113.60,4.30,26.19,,
54240520,,N,2460600.5,1.264,0.2197,15.46,154.13,309.21,343.66,27.16,,
54240519,,N,2460600.5,1.418,0.1402,14.79,335.64,134.25,235.18,23.36,,
54240521,,N,2460600.5,1.442,0.2677,4.71,11.19,160.17,179.69,24.21,,
54240522,,N,2460600.5,1.833,0.6259,7.55,258.84,311.02,13.80,27.25,,
54243524,,N,2460600.5,0.7235,0.5304,12.21,165.59,127.18,18.25,25.35,,
54243523,,N,2460600.5,0.8217,0.2146,14.70,353.48,312.77,58.77,25.63,,
54243522,,N,2460600.5,0.91,0.1601,8.42,166.96,131.44,241.25,26.33,,
54243525,,N,2460600.5,2.129,0.5132,4.04,358.75,117.96,317.30,24.87,,
54243527,,N,2459610.5,1.701,0.4272,7.80,129.60,310.48,18.83,24.97,,
54243526,,N,2459609.5,2.062,0.5278,8.95,137.47,315.22,10.25,26.80,,
54243528,,N,2459607.5,1.415,0.3192,5.11,297.31,127.43,34.25,24.45,,
54243723,,N,2460600.5,1.079,0.0730,0.39,101.29,6.18,170.78,29.02,,
54243724,,N,2460600.5,1.82,0.4509,5.38,85.55,119.84,11.34,22.64,,
54243725,,N,2460600.5,1.793,0.5726,8.09,194.59,51.04,346.40,19.71,,
54243726,,N,2460600.5,0.9024,0.1221,1.65,183.08,133.03,234.37,26.42,,
54243727,,N,2460600.5,1.187,0.2389,13.27,253.96,142.79,101.13,24.09,,
54243728,,N,2460600.5,1.665,0.3571,1.02,76.31,79.68,83.54,24.47,,
54243729,,N,2459611.5,1.779,0.4634,10.75,146.00,311.49,11.31,27.21,,
54243730,,N,2459614.5,2.183,0.6530,7.99,76.12,136.62,343.69,24.78,,
54243731,,N,2459611.5,1.657,0.5286,1.22,316.13,102.52,23.15,26.70,,
54244173,,N,2460600.5,1.181,0.1685,6.00,226.48,313.11,4.62,27.06,,
54244174,,N,2459612.5,2.351,0.5950,19.47,134.07,317.96,9.22,25.06,,
54244177,,N,2459611.5,1.555,0.3776,5.50,210.28,315.68,345.46,26.66,,
54244178,,N,2460600.5,2.168,0.5815,2.96,82.75,115.29,288.77,24.26,,
54244179,,N,2459613.5,1.474,0.6643,7.43,68.40,314.53,32.46,24.65,,
54244180,,N,2460600.5,0.9464,0.3375,3.78,293.98,324.64,246.49,25.95,,
54244181,,N,2459610.5,0.7093,0.5220,8.41,206.18,124.45,129.19,25.48,,
54244182,,N,2459612.5,1.328,0.3503,10.46,245.11,316.37,324.68,27.00,,
54244183,,N,2460600.5,0.8249,0.3141,26.40,26.21,310.53,355.73,25.86,,
54244185,,N,2459609.5,2.673,0.6106,2.49,343.16,118.18,5.30,25.36,,
54244186,,N,2460600.5,1.971,0.4391,24.33,78.72,108.56,334.86,21.73,,
54244190,,N,2460600.5,1.58,0.4394,1.13,310.41,127.06,151.61,30.86,,
54244191,,N,2460600.5,1.943,0.3460,7.41,352.82,120.60,10.21,23.21,,
54244193,,N,2460600.5,2.405,0.5379,4.82,133.22,352.51,263.74,24.16,,
54244194,,Y,2460600.5,1.362,0.6447,19.17,108.04,148.84,210.41,20.97,,
54244195,,N,2459611.5,1.267,0.1239,27.21,354.26,123.26,7.68,24.06,,
54244196,,N,2459609.5,2.964,0.5992,18.57,355.93,111.75,2.13,23.29,,
54244197,,N,2459614.5,2.592,0.7149,5.24,327.51,65.29,19.76,23.11,,
54244198,,N,2459613.5,1.837,0.4097,3.90,5.62,118.51,2.78,25.23,,
54244200,,N,2459611.5,1.632,0.4307,20.36,298.89,122.12,27.67,24.16,,
54244201,,N,2459613.5,1.64,0.3651,2.06,51.09,59.45,9.86,26.47,,
54244202,,N,2459613.5,1.466,0.3779,20.39,284.80,128.55,42.21,23.94,,
54244205,,N,2460600.5,2.033,0.4335,5.76,102.22,91.04,320.55,21.29,,
54244291,,N,2459611.5,2.11,0.5613,7.80,306.41,122.45,18.13,24.33,,
54244776,,N,2460600.5,0.7853,0.2487,15.83,293.94,95.82,77.83,19.41,,
54245554,,N,2460600.5,2.13,0.4659,10.43,161.91,45.20,288.11,22.28,,
54245555,,N,2460600.5,1.892,0.4795,14.83,240.13,324.04,349.85,23.45,,
54245567,,N,2459614.5,1.242,0.1785,21.17,355.12,330.31,155.11,22.30,,
54245577,,N,2459611.5,1.672,0.3244,1.58,322.97,150.01,8.64,25.42,,
54245584,,N,2460600.5,2.836,0.5909,4.77,351.47,60.11,232.77,20.22,,
54245590,,N,2460600.5,2.171,0.8194,33.34,4.90,346.33,346.36,19.18,,
54245820,,N,2460600.5,1.035,0.0268,7.26,98.78,313.40,283.52,27.26,,
54246381,,N,2460600.5,2.531,0.5127,27.98,286.62,151.93,264.84,21.07,,
54266166,,N,2460600.5,0.9856,0.0657,3.37,265.14,124.73,6.54,29.93,,
54244175,,N,2459614.5,2.535,0.6449,12.30,315.28,132.17,8.74,26.09,,
54244176,,N,2459612.5,1.32,0.2229,22.87,4.67,131.94,357.65,26.05,,
54244184,,N,2459614.5,2.062,0.5074,4.82,3.41,118.68,3.63,26.27,,
54244187,,N,2460600.5,0.7244,0.6827,6.67,154.41,136.29,40.50,26.11,,
54244188,,N,2460600.5,1.344,0.2797,2.73,335.08,132.66,278.93,27.95,,
54244189,,N,2460600.5,1.576,0.3176,18.33,156.12,320.54,139.59,24.74,,
54244199,,N,2460600.5,1.828,0.4618,7.25,350.58,133.69,36.79,26.19,,
54244203,,N,2459614.5,2.378,0.6381,5.46,320.44,120.93,10.85,24.50,,
54244204,,N,2459613.5,2.035,0.5333,1.64,131.18,330.13,8.99,26.76,,
54244526,,N,2460600.5,1.489,0.3406,3.26,181.00,13.24,147.35,23.90,,
54244528,,N,2460600.5,1.472,0.4323,21.75,275.83,143.33,218.18,22.54,,
54244527,,N,2459616.5,1.014,0.5258,2.17,252.19,119.22,62.72,25.05,,
54244529,,N,2459614.5,1.114,0.4851,28.14,109.38,136.08,307.05,25.13,,
54244530,,N,2459614.5,1.082,0.5519,25.17,64.85,311.85,51.54,25.52,,
54244531,,N,2459614.5,2.479,0.8001,0.57,140.18,255.21,11.70,25.80,,
54244532,,N,2459614.5,2.357,0.6386,13.66,241.41,313.62,348.04,25.99,,
54244534,,N,2460600.5,1.781,0.4351,11.97,344.38,134.09,54.76,27.33,,
54244533,,N,2460600.5,1.986,0.5661,14.75,310.38,127.59,2.00,25.97,,
54244535,,N,2460600.5,1.078,0.3591,17.47,101.35,133.12,89.61,25.73,,
54244537,,N,2460600.5,1.721,0.3894,2.55,24.00,133.26,59.97,23.74,,
54244538,,Y,2460600.5,1.267,0.6728,40.35,65.09,307.75,354.30,20.19,,
54244539,,N,2460600.5,2.006,0.5069,5.55,8.99,137.62,338.57,26.92,,
54244774,,N,2459614.5,2.277,0.8354,0.87,150.40,99.22,346.82,26.21,,
54244775,,Y,2460600.5,1.63,0.6370,13.77,272.00,345.80,71.78,21.71,,
54244777,,N,2459616.5,1.118,0.4824,2.43,130.19,117.82,306.52,26.10,,
54244778,,N,2460600.5,0.9097,0.1518,0.50,318.99,39.49,164.64,27.31,,
54244779,,N,2460600.5,0.7452,0.3555,16.86,355.66,318.39,255.01,26.26,,
54244780,,N,2460600.5,0.7876,0.2781,2.62,179.99,142.11,119.26,27.12,,
54244781,,N,2459612.5,1.894,0.4622,1.52,124.87,18.00,356.58,26.65,,
54244782,,N,2459616.5,1.66,0.4827,8.43,319.28,107.78,24.42,24.73,,
54244783,,N,2460600.5,1.466,0.3264,6.27,29.49,142.67,169.31,26.62,,
54244784,,N,2460600.5,0.8768,0.1980,6.17,37.56,311.48,234.61,27.60,,
54244785,,N,2459617.5,1.627,0.5774,7.84,259.49,322.84,335.42,25.69,,
54244786,,N,2460600.5,1.092,0.0437,5.29,175.68,342.18,110.03,25.56,,
54244787,,N,2460600.5,1.864,0.4339,1.45,328.93,164.62,21.72,25.84,,
54244788,,N,2460600.5,1.245,0.0951,22.73,333.58,146.17,359.20,22.14,,
54244789,,N,2460600.5,1.409,0.2716,4.83,107.40,351.53,241.29,24.48,,
54244790,,Y,2460600.5,1.322,0.2229,27.67,6.83,127.43,287.87,21.32,,
54244791,,N,2460600.5,2.717,0.7104,5.62,135.81,289.20,227.09,23.14,,
54245553,,N,2460600.5,1.104,0.3318,5.98,92.93,138.26,59.32,27.35,,
54245557,,Y,2460600.5,0.8963,0.6041,24.18,307.48,340.24,326.59,20.68,,
54245556,,N,2460600.5,1.274,0.1026,23.71,222.92,336.07,264.12,23.20,,
54245558,,Y,2459619.5,2.16,0.7352,13.83,97.47,150.39,343.67,21.57,,
54245559,,N,2459616.5,1.697,0.4986,25.53,72.25,146.74,334.86,22.19,,
54245560,,N,2460600.5,0.9032,0.2718,2.65,242.43,127.52,149.14,27.38,,
54245561,,N,2459615.5,1.321,0.2201,13.88,321.32,132.74,26.21,25.49,,
54245562,,N,2460600.5,1.25,0.4778,0.85,73.50,159.18,292.22,27.16,,
54245563,,N,2460600.5,0.9936,0.3098,14.16,290.30,318.78,181.81,27.05,,
54245564,,N,2459616.5,1.371,0.4387,5.18,286.63,133.12,32.87,28.08,,
54245565,,N,2459615.5,1.205,0.3854,13.70,98.91,130.76,311.44,25.30,,
54245566,,N,2460600.5,1.78,0.3846,4.15,184.56,329.15,41.76,25.38,,
54245568,,N,2460600.5,0.9111,0.2684,21.17,157.83,125.83,269.61,25.06,,
54245569,,N,2459615.5,2,0.5573,2.09,347.37,210.03,342.77,24.54,,
54245570,,N,2460600.5,1.463,0.3287,11.91,54.51,165.36,140.57,22.41,,
54245571,,N,2460600.5,2.091,0.5828,11.05,324.20,109.30,339.97,22.36,,
54245572,,N,2460600.5,1.39,0.2352,10.50,6.25,147.78,222.05,25.59,,
54245573,,N,2459617.5,2.694,0.6665,2.64,293.97,145.50,9.82,24.41,,
54245574,,N,2459616.5,1.404,0.3925,6.32,130.25,302.35,28.41,24.67,,
54245576,,N,2459615.5,2.059,0.3714,6.76,90.55,54.26,355.49,23.06,,
54245578,,N,2460600.5,1.188,0.3387,7.72,156.93,85.56,321.83,23.18,,
54245579,,N,2459613.5,1.961,0.6143,6.93,77.70,131.95,341.67,27.14,,
54245580,,N,2459613.5,1.448,0.2638,29.74,354.29,134.22,3.53,25.55,,
54245581,,N,2459616.5,1.773,0.4288,11.83,36.26,137.47,346.10,25.26,,
54245582,,N,2460600.5,0.688,0.5398,5.49,339.43,346.39,49.48,24.90,,
54245583,,N,2459616.5,2.207,0.7378,7.64,278.92,122.20,16.28,25.34,,
54245586,,N,2459615.5,1.72,0.4040,11.30,185.67,314.41,358.16,26.91,,
54245587,,N,2460600.5,1.785,0.3759,8.09,1.59,169.58,31.95,23.85,,
54245588,,N,2460600.5,1.099,0.2391,12.56,275.98,136.54,181.08,24.29,,
54245589,,N,2459616.5,1.056,0.3256,28.72,285.52,318.88,291.53,25.55,,
54245591,,N,2459617.5,2.923,0.6460,10.01,214.33,316.43,354.14,25.51,,
