"spkid","name","pha","epoch","a","e","i","w","om","ma","H","G","GM"
54224161,,N,2460600.5,0.6803,0.6021,39.07,346.69,250.63,251.94,21.85,,
54224162,,N,2460600.5,2.518,0.5708,17.71,346.33,64.78,261.63,22.53,,
54224163,,N,2460600.5,1.321,0.1080,22.14,58.00,249.81,58.57,21.44,,
54224165,,N,2460600.5,2.134,0.5580,7.18,210.15,249.06,325.05,27.30,,
54224164,,N,2460600.5,2.562,0.6138,0.47,160.33,261.52,253.79,26.27,,
54224167,,N,2460600.5,0.9685,0.2639,21.09,131.59,66.49,250.98,22.44,,
54224166,,N,2460600.5,2.497,0.5733,1.39,250.73,177.35,262.43,25.75,,
54224168,,N,2460600.5,2.023,0.5314,6.62,28.89,73.88,349.89,25.66,,
54224414,,N,2460600.5,1.538,0.2335,2.44,273.50,176.55,170.19,23.84,,
54224415,,N,2460600.5,1.136,0.1413,7.54,290.94,69.45,187.61,25.98,,
54224416,,N,2460600.5,2.121,0.6154,7.06,244.77,262.25,315.34,23.18,,
54224417,,N,2460600.5,1.515,0.3904,2.96,309.44,63.46,220.55,26.16,,
54224418,,N,2460600.5,1.052,0.1058,1.79,53.82,82.49,183.63,28.51,,
54224419,,N,2460600.5,1.047,0.0354,14.95,18.10,61.73,237.06,25.87,,
54224420,,N,2460600.5,1.1,0.1491,9.74,294.43,65.60,231.47,25.05,,
54224421,,N,2460600.5,0.8993,0.3939,21.54,227.46,64.54,232.36,24.49,,
54224422,,N,2460600.5,2.049,0.5894,1.94,234.68,250.04,340.07,26.68,,
54224423,,N,2460600.5,1.81,0.4231,6.04,173.79,236.85,70.82,24.43,,
54224424,,N,2460600.5,1.583,0.5657,4.63,80.43,255.45,188.92,24.58,,
54224425,,N,2460600.5,1.352,0.2543,9.37,229.09,252.33,262.61,23.83,,
54224426,,N,2460600.5,0.9488,0.3230,18.26,117.38,68.47,318.31,25.04,,
54224427,,N,2460600.5,1.219,0.2177,7.68,139.57,243.45,79.49,27.22,,
54224428,,N,2460600.5,0.9465,0.1722,10.86,121.08,65.49,305.82,28.00,,
54224429,,N,2459548.5,1.912,0.5784,28.62,275.85,58.88,29.89,22.46,,
54224430,,N,2459546.5,1.673,0.3043,8.29,24.16,42.52,358.21,25.11,,
54224431,,N,2460600.5,2.002,0.5115,1.71,5.63,88.64,358.39,27.04,,
54224432,,N,2459548.5,1.9,0.5625,2.32,81.92,46.91,343.20,25.99,,
54224433,,N,2460600.5,1.02,0.2710,0.28,125.85,43.95,216.06,26.72,,
54224990,,N,2459549.5,0.9593,0.5423,16.93,227.53,66.98,71.22,24.67,,
54224991,,N,2460600.5,1.495,0.3395,10.00,13.30,67.97,200.90,26.82,,
54224992,,N,2459545.5,1.056,0.3178,6.27,86.12,208.43,86.41,23.32,,
54224993,,N,2459548.5,1.459,0.2485,23.74,112.77,256.82,39.89,23.93,,
54224994,,N,2460600.5,1.909,0.4956,31.59,81.34,63.42,359.51,22.67,,
54224995,,N,2460600.5,1.175,0.3733,14.18,266.05,62.95,147.52,24.13,,
54224996,,N,2460600.5,1.931,0.4791,3.66,8.57,62.20,25.22,27.59,,
54224997,,N,2460600.5,2.049,0.4949,9.60,213.56,250.92,341.11,24.39,,
54224998,,N,2459547.5,2.267,0.5854,5.80,227.95,249.31,348.10,25.51,,
54224999,,N,2459545.5,1.756,0.5204,4.91,301.52,60.42,19.49,27.34,,
54225001,,N,2459547.5,2.47,0.8350,5.39,110.55,63.91,348.97,27.00,,
54225000,,N,2459547.5,2.057,0.6021,2.49,86.40,43.29,345.05,26.15,,
54225002,,N,2459546.5,1.627,0.3822,8.06,208.91,249.12,346.17,26.70,,
54225003,,N,2459546.5,1.755,0.4877,4.36,322.25,52.79,16.94,26.51,,
54225005,,N,2460600.5,1.057,0.4232,0.23,117.95,58.47,174.67,28.61,,
54225004,,N,2460600.5,0.9895,0.1068,8.88,55.40,242.95,91.27,25.55,,
54225006,,N,2460600.5,0.889,0.2518,21.42,230.98,62.17,268.03,25.18,,
54225007,,N,2460600.5,1.461,0.4512,0.85,62.42,73.54,200.16,29.42,,
54225008,,N,2459548.5,1.325,0.2945,25.89,133.36,246.42,25.94,26.56,,
54225009,,N,2460600.5,0.879,0.3014,4.68,55.58,237.78,282.55,25.90,,
54225010,,N,2460600.5,1.32,0.2467,7.62,24.43,76.77,303.91,26.11,,
54225012,,N,2460600.5,1.08,0.0917,25.65,309.45,230.11,98.45,24.03,,
54225013,,N,2460600.5,2.229,0.5749,19.59,300.90,224.84,276.47,21.37,,
54225014,,N,2459544.5,1.355,0.2919,8.26,249.45,90.91,49.30,23.80,,
54225015,,N,2460600.5,1.831,0.5763,33.18,332.47,219.36,353.75,19.64,,
54225016,,N,2459547.5,2.274,0.5288,25.66,42.92,69.34,347.45,23.81,,
54225487,,N,2460600.5,0.9241,0.3011,8.03,164.04,55.60,320.51,25.20,,
54225488,,N,2460600.5,1.653,0.4152,6.38,27.94,75.66,113.48,26.96,,
54225489,,N,2460600.5,2.2,0.5137,7.86,124.66,40.57,288.28,20.50,,
54225490,,N,2460600.5,1.378,0.6104,7.09,164.17,34.65,231.81,21.20,,
54225491,,N,2459549.5,1.692,0.4100,4.37,132.98,262.11,14.59,24.76,,
54225493,,N,2459541.5,1.503,0.2801,15.34,330.20,56.81,19.19,25.54,,
54225492,,N,2459549.5,1.383,0.2617,27.08,144.62,250.22,21.53,23.69,,
54225494,,N,2459548.5,2.064,0.6085,3.53,244.12,244.17,346.44,28.25,,
54225495,,N,2460600.5,1.418,0.2270,19.58,34.51,70.23,226.36,23.06,,
54225496,,N,2459547.5,1.408,0.3680,4.08,310.23,57.89,27.72,28.19,,
54225497,,N,2460600.5,1.664,0.4539,8.92,226.24,245.89,107.17,27.71,,
54225500,,N,2460600.5,1.31,0.2131,18.46,203.58,246.53,315.47,23.98,,
54225499,,N,2459548.5,1.47,0.5160,11.49,279.53,67.10,28.34,27.65,,
54225501,,N,2460600.5,2.169,0.5329,8.20,352.52,75.20,324.26,24.98,,
54225506,,N,2459548.5,2.274,0.4811,6.25,359.96,359.87,11.35,20.19,,
54225507,,N,2459550.5,2.486,0.5817,2.26,191.56,240.85,359.16,25.95,,
54225508,,N,2460600.5,1.281,0.2514,0.40,39.18,61.60,336.00,30.43,,
54225509,,N,2460600.5,1.098,0.0989,2.76,349.52,67.24,190.11,30.66,,
54225512,,N,2459549.5,1.517,0.3505,7.46,210.01,247.90,346.00,26.71,,
54225511,,N,2459548.5,1.371,0.4803,29.23,275.25,245.44,321.13,24.88,,
54225510,,N,2460600.5,2.46,0.5369,12.57,213.69,276.98,246.92,21.80,,
54225706,,N,2459545.5,2.4,0.5568,2.31,304.76,91.30,6.10,24.96,,
54225707,,N,2460600.5,1.636,0.2427,13.07,21.61,61.68,127.54,22.61,,
54225708,,N,2459548.5,2.565,0.8796,12.14,0.59,282.00,12.37,20.77,,
54225709,,N,2459553.5,1.936,0.5955,0.92,73.01,71.50,341.51,24.76,,
54225710,,N,2460600.5,1.31,0.2731,3.39,214.77,256.87,306.65,27.29,,
54225711,,N,2459547.5,1.721,0.4015,13.97,338.92,62.05,9.66,25.73,,
54225712,,N,2459548.5,1.794,0.4833,1.00,304.23,77.29,15.04,28.32,,
54225713,,N,2460600.5,1.331,0.1743,17.82,315.90,63.71,354.89,22.76,,
54225714,,N,2459549.5,2.395,0.5736,4.81,174.87,249.51,0.81,27.42,,
54225715,,N,2460600.5,1.203,0.1580,15.19,168.03,246.90,74.53,27.14,,
54225716,,N,2460600.5,1.096,0.3301,28.98,124.70,73.01,88.50,23.42,,
54225718,,N,2460600.5,2.866,0.5959,3.13,49.32,68.31,204.68,22.40,,
54225717,,N,2459548.5,1.071,0.4482,1.85,56.90,240.40,81.54,24.61,,
54225719,,N,2460600.5,1.109,0.1073,2.43,203.72,249.59,146.67,29.09,,
54225721,,N,2459552.5,2.098,0.5064,4.50,331.50,64.11,9.54,24.58,,
54225723,,N,2460600.5,2.972,0.6031,17.37,227.83,237.66,193.54,22.63,,
54225727,,N,2460600.5,1.793,0.3320,7.44,196.23,241.27,68.48,23.63,,
54225728,,N,2460600.5,1.07,0.1614,4.35,54.22,241.23,334.02,24.60,,
54225729,,N,2459550.5,2.508,0.6228,2.01,143.22,232.40,10.73,25.85,,
54225730,,N,2459550.5,1.316,0.1377,23.95,131.37,244.09,38.68,23.61,,
54225731,,N,2459553.5,2.442,0.5685,1.19,126.52,289.56,3.06,25.08,,
54225733,,N,2459545.5,1.511,0.3655,18.08,279.89,55.40,48.11,23.57,,
54225734,,N,2459548.5,1.993,0.4974,6.62,154.54,244.58,8.26,26.66,,
54225735,,N,2459546.5,1.813,0.5120,9.18,305.94,62.02,17.94,26.47,,
54226107,,N,2459553.5,2.647,0.5601,26.92,286.15,76.33,19.99,21.46,,
54226111,,N,2460600.5,1.309,0.1988,8.24,342.30,70.72,343.55,25.07,,
54226112,,N,2459548.5,1.097,0.3459,13.06,255.56,65.48,65.13,25.95,,
54226113,,N,2459551.5,1.454,0.7687,8.44,18.48,283.72,36.00,23.01,,
54226117,,N,2459554.5,1.467,0.2835,21.02,51.71,74.53,333.76,23.91,,
54226118,,N,2459550.5,1.582,0.2877,23.07,327.37,69.10,19.02,24.98,,
54226407,,N,2459551.5,1.627,0.3256,33.85,62.12,254.30,80.92,21.55,,
54226419,,N,2459549.5,2.471,0.5498,2.61,30.98,33.34,2.13,25.28,,
54228536,,N,2460600.5,1.523,0.3759,20.53,57.94,284.56,252.85,21.21,,
54239534,,Y,2460600.5,2.615,0.7010,17.72,241.16,318.58,218.38,19.81,,
54225720,,N,2459550.5,2.602,0.7115,1.37,307.90,54.48,9.83,28.43,,
54225722,,N,2460600.5,1.197,0.2281,9.50,228.66,254.53,35.10,26.29,,
54225724,,N,2460600.5,2.539,0.5879,1.88,89.86,341.91,255.51,25.27,,
54225725,,N,2460600.5,1.073,0.1089,3.17,229.47,253.60,167.73,28.79,,
54225726,,N,2460600.5,0.8156,0.3216,4.37,327.17,249.54,204.15,28.35,,
54225732,,N,2460600.5,0.9542,0.1741,3.73,292.16,258.47,287.32,27.93,,
54226108,,N,2460600.5,1.05,0.0339,32.55,77.14,69.53,171.85,24.04,,
54226109,,N,2460600.5,2.994,0.6799,0.30,148.37,259.54,202.80,28.79,,
54226110,,N,2459550.5,0.7474,0.3632,8.58,199.86,66.19,146.23,27.20,,
54226114,,N,2459553.5,1.114,0.7078,19.86,222.53,72.84,49.76,24.07,,
54226115,,N,2459550.5,1.575,0.4087,24.92,315.03,62.62,20.96,24.62,,
54226116,,N,2459550.5,2.653,0.6822,15.94,233.93,254.04,351.04,25.30,,
54226120,,N,2460600.5,1.029,0.3195,7.14,78.35,247.99,337.86,30.10,,
54226119,,N,2459550.5,1.583,0.2897,33.95,15.98,69.35,354.09,23.82,,
54226121,,N,2459550.5,2.297,0.5827,22.84,313.21,70.88,11.29,25.39,,
54226122,,N,2460600.5,1.42,0.2488,3.85,68.79,19.72,244.95,23.22,,
54226123,,N,2460600.5,0.8243,0.2989,6.43,34.96,248.58,65.16,28.21,,
54226400,,N,2459550.5,0.7228,0.4097,6.31,191.90,65.28,166.47,26.98,,
54226401,,N,2460600.5,1.664,0.4843,8.20,27.48,357.96,141.64,21.89,,
54226402,,N,2459549.5,2.738,0.5833,11.24,344.08,78.44,1.06,24.29,,
54226403,,N,2459546.5,2.319,0.5439,1.49,267.46,167.81,357.62,26.07,,
54226405,,N,2460600.5,1.529,0.4705,14.06,299.43,65.62,211.24,24.06,,
54226404,,N,2460600.5,1.509,0.3927,0.50,27.26,86.33,179.67,29.54,,
54226406,,N,2460600.5,1.051,0.1080,8.17,283.42,57.51,315.63,27.38,,
54226408,,N,2459553.5,1.556,0.5062,8.32,278.13,75.08,28.31,25.79,,
54226409,,N,2459551.5,1.351,0.2790,28.27,307.47,71.67,28.99,25.23,,
54226410,,N,2460600.5,1.078,0.2348,10.82,269.37,71.39,267.89,26.32,,
54226411,,N,2459547.5,2.413,0.5397,15.36,317.50,74.33,8.08,23.93,,
54226412,,N,2459552.5,1.202,0.1465,24.02,112.76,251.38,53.28,25.45,,
54226413,,N,2459553.5,1.956,0.5021,8.07,331.78,73.54,7.99,26.74,,
54226414,,N,2460600.5,2.359,0.7894,24.65,160.43,66.25,246.94,18.17,,
54226415,,N,2459551.5,1.154,0.5868,7.76,67.22,247.15,45.24,27.76,,
54226416,,N,2460600.5,1.635,0.3922,0.48,263.91,185.01,127.47,28.60,,
54226417,,N,2459551.5,1.415,0.3220,13.38,132.39,243.43,29.42,25.03,,
54226418,,N,2459552.5,2.142,0.6821,5.70,263.53,249.30,346.18,22.92,,
54226787,,N,2459552.5,1.979,0.6382,4.21,256.47,96.63,19.10,23.60,,
54226786,,N,2460600.5,1.057,0.2433,7.35,82.70,253.06,297.88,27.82,,
54226788,,N,2459553.5,1.318,0.1794,18.63,20.83,74.61,343.22,24.98,,
54226789,,N,2459552.5,1.719,0.3296,26.90,310.65,75.99,21.88,23.61,,
54226790,,N,2459552.5,1.343,0.1628,30.77,349.11,68.85,6.44,23.94,,
54226792,,N,2460600.5,0.896,0.5378,10.85,281.57,317.17,356.48,22.02,,
54226791,,N,2460600.5,1.689,0.4655,3.39,41.56,74.22,95.37,29.77,,
54226793,,N,2460600.5,1.184,0.2421,7.15,61.15,76.23,38.67,27.30,,
54226795,,N,2460600.5,1.462,0.3828,1.24,147.22,232.29,247.19,28.03,,
54226796,,Y,2460600.5,1.515,0.4097,14.18,301.83,75.81,215.34,21.93,,
54226794,,N,2460600.5,2.22,0.6788,17.74,215.08,311.20,294.27,19.82,,
54226798,,N,2459552.5,1.459,0.3038,11.55,160.41,243.65,13.66,25.67,,
54226797,,N,2460600.5,1.804,0.3990,6.43,1.67,82.23,58.98,24.06,,
54226799,,N,2459552.5,1.343,0.3033,36.56,45.22,71.13,336.04,26.02,,
54226800,,N,2460600.5,1.792,0.4539,6.75,196.92,253.45,64.08,27.36,,
54228537,,N,2460600.5,1.782,0.5418,8.87,297.43,71.88,91.89,25.42,,
54228538,,N,2460600.5,1.78,0.4461,7.98,176.51,253.51,75.65,25.56,,
54228539,,N,2459553.5,2.482,0.6964,2.78,37.99,104.45,348.48,25.42,,
54228540,,N,2459556.5,1.889,0.5685,12.31,60.29,100.46,338.37,22.45,,
54228542,,Y,2460600.5,1.685,0.4249,29.06,193.72,232.47,98.00,19.94,,
54228541,,N,2459551.5,1.223,0.0378,26.13,19.98,58.18,355.43,23.80,,
54228543,,N,2459552.5,2.211,0.6335,6.63,6.87,334.74,18.76,23.12,,
54228544,,N,2460600.5,1.466,0.3424,5.02,26.84,76.79,206.89,28.56,,
54228545,,N,2459556.5,1.343,0.5331,14.94,269.56,67.43,40.21,24.28,,
54228546,,N,2459554.5,2.282,0.7014,6.64,64.84,88.15,346.47,26.14,,
54228547,,N,2459555.5,2.069,0.5083,9.32,347.96,78.59,2.28,26.46,,
54228548,,N,2459553.5,1.506,0.6800,18.66,239.66,69.87,31.53,22.66,,
54228549,,N,2459557.5,2.504,0.5979,7.09,168.01,236.92,6.77,25.37,,
54228587,,N,2460600.5,2.235,0.5282,7.74,346.44,86.93,308.29,24.72,,
54228588,,N,2460600.5,1.799,0.4618,2.20,9.78,88.86,58.63,27.21,,
54228589,,N,2459556.5,1.366,0.2494,7.27,309.44,91.17,20.98,24.94,,
54228590,,N,2459555.5,2.877,0.6476,1.77,229.89,201.07,0.68,26.23,,
54228591,,N,2460600.5,0.9296,0.1391,4.25,32.37,268.79,190.38,25.06,,
54228649,,N,2460600.5,1.657,0.3785,4.42,353.89,103.50,113.50,26.22,,
54228650,,N,2459556.5,1.743,0.4793,8.86,138.51,248.52,16.41,27.22,,
54228651,,N,2459557.5,1.877,0.4780,7.79,345.40,73.30,6.13,26.10,,
54228653,,N,2460600.5,1.171,0.1635,22.67,206.93,258.83,71.50,23.62,,
54228652,,N,2460600.5,1.33,0.4086,12.55,290.03,71.08,345.36,23.46,,
54228654,,N,2459555.5,0.7247,0.4836,4.94,149.30,110.13,166.15,24.85,,
54228655,,N,2459554.5,0.7952,0.3912,3.01,51.10,232.07,117.91,25.71,,
54228656,,N,2459555.5,2.567,0.7257,4.57,264.11,93.11,10.98,24.71,,
54228657,,N,2459554.5,1.831,0.4570,6.75,195.53,248.98,356.20,27.44,,
54228658,,N,2460600.5,1.485,0.3020,29.71,316.73,79.25,234.31,21.73,,
54228660,,N,2459555.5,2.065,0.5143,1.87,199.98,216.38,4.86,26.11,,
54228816,,N,2460600.5,2.371,0.5142,39.30,46.31,83.55,260.67,20.26,,
54228817,,N,2459558.5,1.76,0.5953,8.03,283.92,75.19,21.18,26.69,,
54228820,,N,2459555.5,1.223,0.4502,12.12,265.65,75.48,42.58,26.55,,
54228821,,N,2459558.5,1.415,0.5294,0.95,277.35,69.18,32.80,26.29,,
54228822,,N,2459555.5,2.465,0.5989,17.30,328.77,76.87,6.34,24.20,,
54228823,,N,2460600.5,1.208,0.0813,10.10,338.74,100.23,50.81,24.20,,
54228824,,N,2459556.5,1.086,0.5832,5.94,126.38,76.06,306.72,24.87,,
54228825,,N,2459557.5,2.22,0.7262,7.01,88.25,74.71,346.27,27.32,,
54228826,,N,2459557.5,1.007,0.3027,10.89,254.54,71.38,74.64,26.42,,
54229471,,N,2459559.5,1.306,0.2532,23.35,142.57,256.75,21.36,23.79,,
54229473,,N,2459559.5,1.428,0.5796,0.91,269.43,71.65,31.64,26.76,,
54229472,,N,2459557.5,1.49,0.4400,6.01,242.83,258.90,333.61,26.74,,
54229474,,N,2460600.5,0.9964,0.1895,14.63,289.15,257.82,224.20,25.98,,
54229475,,N,2459557.5,1.765,0.4619,4.99,34.33,74.79,349.11,28.39,,
54229476,,N,2459557.5,2.181,0.7099,1.81,262.94,257.77,345.86,28.64,,
54229478,,N,2460600.5,1.414,0.3021,6.59,120.29,264.71,277.60,24.51,,
54229477,,N,2459557.5,1.855,0.5665,0.52,227.02,273.12,343.05,28.59,,
54229746,,N,2459559.5,1.845,0.5954,7.79,292.56,72.46,18.53,23.66,,
54229747,,N,2459560.5,1.846,0.5079,15.64,138.21,254.08,14.72,25.37,,
54229748,,N,2459558.5,1.176,0.2224,11.38,300.70,75.37,40.57,27.05,,
54229749,,N,2459557.5,1.459,0.5081,9.31,277.08,76.79,29.94,26.09,,
54229750,,N,2460600.5,2.661,0.6109,0.10,9.73,55.17,238.75,25.46,,
54229751,,N,2460600.5,0.748,0.3515,3.38,344.43,260.12,353.58,27.70,,
54229752,,N,2459559.5,1.562,0.3381,9.96,210.25,254.94,347.41,25.75,,
54229753,,N,2459556.5,1.835,0.5363,2.43,91.79,53.79,340.38,23.67,,
54229754,,Y,2460600.5,1.431,0.3963,12.15,112.95,272.35,266.93,20.98,,
54229942,,N,2460600.5,1.233,0.1221,17.00,326.09,98.53,38.19,21.95,,
54229940,,N,2459559.5,2.825,0.6547,6.37,337.05,74.53,4.98,25.70,,
54229941,,N,2459557.5,1.153,0.4333,16.30,50.97,261.10,63.77,22.60,,
54229943,,N,2460600.5,2.034,0.4577,8.43,167.27,272.07,355.72,23.03,,
54229944,,N,2459559.5,2.339,0.5389,1.60,107.09,327.55,0.02,25.01,,
54230023,,N,2459557.5,1.807,0.5050,4.51,231.00,258.11,343.47,27.72,,
54230022,,N,2459557.5,1.87,0.4838,7.85,144.94,257.32,11.00,27.63,,
54230024,,N,2459556.5,1.717,0.6491,2.03,268.26,258.64,338.26,29.41,,
54230025,,N,2460600.5,1.709,0.4441,2.62,47.20,65.03,86.60,25.60,,
54230026,,N,2460600.5,2.055,0.5375,5.89,332.29,79.89,355.10,27.38,,
54230027,,N,2460600.5,2.372,0.6130,4.68,221.21,277.58,264.99,22.35,,
54230028,,N,2460600.5,0.9336,0.1601,11.62,241.07,77.81,160.29,28.29,,
54230029,,N,2460600.5,0.8903,0.1604,6.74,223.06,79.35,263.37,24.83,,
54230076,,N,2459562.5,2.077,0.6229,0.91,356.91,18.66,15.08,24.06,,
54230077,,N,2460600.5,0.8883,0.3170,9.94,306.92,263.88,46.53,28.30,,
54230078,,N,2460600.5,1.12,0.1838,0.83,291.41,89.77,186.76,28.49,,
54230079,,N,2460600.5,2.065,0.5317,5.26,152.19,269.51,350.27,24.23,,
54230081,,N,2460600.5,0.8736,0.2564,9.78,1.79,281.39,321.20,24.34,,
54230080,,N,2460600.5,2.582,0.5811,15.30,189.75,269.35,242.19,24.41,,
54230482,,N,2460600.5,1.874,0.4687,6.62,87.80,310.98,54.98,23.84,,
54230516,,N,2460600.5,1.455,0.3126,20.95,178.14,269.31,220.31,22.76,,
54230517,,Y,2460600.5,1.477,0.3392,23.19,343.83,59.89,223.53,21.19,,
54230518,,N,2459563.5,1.791,0.6403,8.01,86.99,269.22,21.80,24.11,,
54231112,,N,2459559.5,2.488,0.6145,1.52,225.15,248.42,353.13,27.02,,
54231438,,N,2460600.5,1.091,0.2417,5.05,286.26,63.12,242.25,26.44,,
54235439,,N,2460600.5,1.495,0.3407,6.24,94.67,79.62,147.88,22.74,,
54440310,,N,2459559.5,1.926,0.5342,9.70,222.04,259.48,348.25,28.30,,
54231243,,N,2460600.5,1.711,0.5022,1.57,359.20,26.64,115.05,24.18,,
54231259,,N,2460600.5,1.018,0.1644,5.22,267.99,270.56,198.92,27.52,,
54231260,,N,2460600.5,1.277,0.2238,6.64,351.39,85.89,351.48,25.80,,
54231261,,N,2459565.5,1.597,0.4064,14.12,209.77,270.41,346.34,24.27,,
54231436,,N,2460600.5,1.659,0.4093,3.41,336.24,76.40,130.60,25.93,,
54231437,,N,2460600.5,2.305,0.4793,20.79,198.30,266.38,292.56,20.65,,
54231439,,N,2459566.5,2.259,0.5738,5.80,343.21,80.18,5.37,27.03,,
54231658,,Y,2460600.5,2.303,0.5618,32.37,176.47,274.25,288.58,19.90,,
54231688,,N,2460600.5,1.35,0.3213,0.48,217.73,288.09,257.69,27.35,,
54231689,,N,2460600.5,0.9436,0.1102,14.71,317.40,275.24,252.95,25.45,,
54231690,,N,2460600.5,2.452,0.7695,9.89,33.20,319.36,276.03,18.61,,
54231691,,N,2460600.5,1.65,0.6942,6.98,127.30,91.45,82.14,21.02,,
54231710,,N,2460600.5,2.006,0.4733,34.92,292.50,97.37,20.88,20.46,,
54231776,,N,2460600.5,1.86,0.5798,1.31,211.98,317.93,18.30,23.80,,
54231777,,N,2460600.5,2.015,0.6001,4.02,299.98,97.12,6.30,25.85,,
54231778,,N,2460600.5,2.157,0.5085,7.08,20.09,152.13,289.93,19.91,,
54231779,,N,2460600.5,1.88,0.3442,8.11,1.28,107.63,24.08,22.73,,
54231781,,N,2459579.5,1.358,0.2489,10.23,306.23,99.18,32.78,24.64,,
54231780,,N,2460600.5,1.135,0.0919,8.42,187.63,277.10,107.02,26.52,,
54232320,,N,2459586.5,1.239,0.7297,6.54,234.45,92.37,44.43,25.08,,
54232323,,N,2459579.5,1.902,0.5316,8.12,54.41,96.63,345.18,25.09,,
3843455,,N,2460600.5,1.291,0.2547,1.92,32.11,123.37,290.54,24.60,,
54232321,,N,2460600.5,0.9726,0.1460,7.11,296.60,292.47,214.75,23.60,,
54232322,,N,2460600.5,0.7165,0.4368,4.01,14.48,281.50,0.71,25.32,,
54234943,,N,2460600.5,0.9858,0.0586,12.85,177.34,109.83,119.54,24.33,,
54235404,,N,2459583.5,2.452,0.6968,13.68,295.25,96.51,11.95,24.58,,
54235405,,N,2460600.5,1.751,0.4114,15.39,165.72,291.51,75.40,23.55,,
54235406,,N,2460600.5,0.8604,0.1709,3.95,333.43,302.68,8.14,25.12,,
54235407,,N,2460600.5,1.327,0.4102,12.84,292.51,93.54,331.91,22.71,,
54235408,,N,2460600.5,1.794,0.5444,9.26,90.50,305.51,77.02,23.60,,
54235430,,Y,2460600.5,1.152,0.5385,5.85,260.51,77.89,143.43,22.03,,
54235431,,N,2460600.5,1.235,0.1926,6.21,172.99,286.61,12.74,27.21,,
54235433,,N,2460600.5,1.033,0.3086,9.06,101.23,104.36,168.19,28.18,,
54235434,,N,2460600.5,1.853,0.4648,1.13,15.71,100.99,32.85,26.73,,
54235435,,N,2460600.5,1.029,0.1887,6.09,145.30,89.94,127.87,23.95,,
54235437,,Y,2460600.5,2.563,0.6204,11.40,343.31,73.68,251.19,21.80,,
54235436,,N,2459585.5,1.198,0.2837,16.43,289.53,104.58,43.07,27.04,,
54235438,,N,2459587.5,1.904,0.4036,57.27,46.94,109.74,340.77,20.95,,
54235440,,N,2460600.5,1.907,0.5181,51.69,73.71,131.57,351.74,19.23,,
54235441,,N,2459584.5,1.89,0.4692,12.60,207.02,287.28,350.32,25.29,,
54235463,,N,2460600.5,1.437,0.3494,4.70,323.07,103.59,239.11,29.13,,
54235464,,N,2459584.5,1.948,0.4933,1.36,151.69,299.77,4.04,27.83,,
54235465,,N,2460600.5,1.272,0.3669,5.23,84.75,104.62,292.57,24.33,,
54235466,,N,2460600.5,0.913,0.2827,1.99,47.33,289.33,167.40,26.77,,
54235467,,N,2459585.5,2.871,0.6589,10.85,332.37,102.68,4.56,25.45,,
54235469,,N,2460600.5,1.123,0.4286,6.38,280.12,289.67,67.54,23.91,,
54235468,,N,2459588.5,2.585,0.6278,2.95,338.05,177.27,351.86,22.66,,
54235470,,N,2460600.5,1.519,0.3530,5.88,348.59,106.07,179.24,28.47,,
54235471,,Y,2460600.5,1.759,0.5451,8.16,307.80,250.29,39.37,20.97,,
54235472,,N,2460600.5,0.8333,0.3366,5.16,208.49,107.59,359.75,25.70,,
54235473,,N,2460600.5,1.47,0.5459,6.30,268.38,102.18,232.12,23.48,,
54235474,,N,2459587.5,2.202,0.6011,6.70,49.67,103.03,349.67,24.74,,
54235475,,N,2460600.5,0.9547,0.1518,23.33,151.02,106.04,211.46,25.14,,
54235476,,Y,2460600.5,2.75,0.7199,5.07,318.40,76.85,231.55,21.51,,
54235477,,N,2459587.5,1.874,0.5202,8.14,316.65,102.49,14.48,27.86,,
54235478,,N,2459587.5,1.654,0.6865,4.28,23.53,330.08,24.31,22.38,,
54235479,,N,2459587.5,2.485,0.5915,8.65,180.39,289.99,359.81,26.28,,
54235480,,N,2459587.5,2.31,0.6001,1.10,344.95,76.89,9.96,26.95,,
54235524,,N,2460600.5,1.945,0.5872,1.39,297.55,105.63,23.89,29.60,,
54235525,,N,2460600.5,0.733,0.4483,2.90,204.43,102.99,282.98,28.39,,
54235526,,N,2459586.5,1.125,0.2567,15.25,272.89,284.61,298.78,25.83,,
54235527,,N,2459586.5,1.613,0.6306,0.55,161.73,206.41,27.68,24.86,,
54235528,,N,2460600.5,1.982,0.5579,8.73,132.58,284.15,10.64,26.22,,
54235529,,N,2459592.5,2.559,0.9273,26.20,182.76,92.87,348.03,19.98,,
54235530,,Y,2460600.5,1.194,0.2389,25.52,117.71,107.26,323.93,22.01,,
54235531,,N,2459587.5,1.975,0.4846,8.77,201.27,290.27,353.45,24.27,,
54235532,,N,2460600.5,1.32,0.2747,8.83,213.09,292.70,277.11,26.30,,
54235533,,N,2460600.5,1.089,0.1246,9.98,99.50,287.90,226.07,24.86,,
54235534,,N,2460600.5,2.153,0.5638,63.13,80.92,111.04,291.84,20.21,,
54235535,,N,2459588.5,1.688,0.3783,44.00,352.40,102.69,3.74,22.54,,
54235536,,N,2460600.5,1.235,0.2793,8.87,234.98,287.97,334.85,25.87,,
54235537,,N,2459586.5,1.064,0.0343,21.77,339.80,101.05,19.83,24.67,,
54235538,,N,2460600.5,2.46,0.6073,4.56,23.91,107.88,253.61,27.39,,
54235539,,N,2460600.5,1.308,0.1775,18.12,233.28,287.50,268.38,24.60,,
54235540,,N,2459586.5,1.89,0.5268,13.33,284.47,106.91,22.62,23.54,,
